WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO
29/3-1,697.29000061,442442.3125,6759399.0,-672.2843018,NORDLAND GP.,Utsira Fm.,18.703100204,,1.9823620319,1.9661726952,,57.001670837,,,,146.45489502,64.708229065,,,,,,,,,
29/3-1,697.44200061,442442.3125,6759399.0,-672.4363403,NORDLAND GP.,Utsira Fm.,18.703100204,,1.9311726093,1.9276051521,,56.635135651,,,,148.49134827,64.274543762,,,,,,,,,
29/3-1,697.59400061,442442.3125,6759399.0,-672.5883179,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8740149736,1.88590765,,55.989356995,,,,150.65182495,64.401153564,,,,,,,,,
29/3-1,697.74600061,442442.3125,6759399.0,-672.7402954,NORDLAND GP.,Utsira Fm.,18.703100204,,1.813023448,1.8335472345,,54.161403656,,,,152.0670166,64.590637207,,,,,,,,,
29/3-1,697.89800061,442442.3125,6759399.0,-672.892334,NORDLAND GP.,Utsira Fm.,18.703100204,,1.7797785997,1.8076970577,,49.551174164,,,,152.76733398,64.943389893,,,,,,,,,
29/3-1,698.05000061,442442.3125,6759399.0,-673.0443115,NORDLAND GP.,Utsira Fm.,18.703100204,,1.7915350199,1.8177566528,,43.622848511,,,,152.48512268,65.864624023,,,,,,,,,
29/3-1,698.20200061,442442.3125,6759399.0,-673.1963501,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8174731731,1.8360416889,,38.530326843,,,,150.82392883,65.603492737,,,,,,,,,
29/3-1,698.35400061,442442.3125,6759399.0,-673.3483276,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8262088299,1.84057796,,40.452972412,,,,148.76104736,64.64616394,,,,,,,,,
29/3-1,698.50600061,442442.3125,6759399.0,-673.5003052,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8141647577,1.8217378855,,43.916454315,,,,146.71614075,64.160079956,,,,,,,,,
29/3-1,698.65800061,442442.3125,6759399.0,-673.6523438,NORDLAND GP.,Utsira Fm.,18.703100204,,1.7769980431,1.7954124212,,49.4958992,,,,144.70611572,64.057411194,,,,,,,,,
29/3-1,698.81000061,442442.3125,6759399.0,-673.8043213,NORDLAND GP.,Utsira Fm.,18.703100204,,1.7291719913,1.7595797777,,49.705936432,,,,144.22616577,64.120628357,,,,,,,,,
29/3-1,698.96200061,442442.3125,6759399.0,-673.9562988,NORDLAND GP.,Utsira Fm.,18.703113556,,1.6437075138,1.7211821079,,47.239860535,,,,145.55291748,63.343154907,,,,,,,,,
29/3-1,699.11400061,442442.3125,6759399.0,-674.1083374,NORDLAND GP.,Utsira Fm.,18.704704285,,1.5477756262,1.6827633381,,44.069988251,,,,147.47151184,63.435642242,,,,,,,,,
29/3-1,699.26600061,442442.3125,6759399.0,-674.2603149,NORDLAND GP.,Utsira Fm.,18.735109329,,1.4539934397,1.643859148,,41.462600708,,,,149.51231384,63.451503754,,,,,,,,,
29/3-1,699.41800061,442442.3125,6759399.0,-674.4123535,NORDLAND GP.,Utsira Fm.,18.749988556,,1.407458663,1.6047449112,,34.997489929,,,,150.01197815,63.052726746,,,,,,,,,
29/3-1,699.57000061,442442.3125,6759399.0,-674.5643311,NORDLAND GP.,Utsira Fm.,18.748649597,,1.4094182253,1.5649394989,,29.241994858,,,,148.60214233,63.365753174,,,,,,,,,
29/3-1,699.72200061,442442.3125,6759399.0,-674.7163086,NORDLAND GP.,Utsira Fm.,18.718805313,,1.4207202196,1.5190141201,,26.941305161,,,,147.61332703,63.220043182,,,,,,,,,
29/3-1,699.87400061,442442.3125,6759399.0,-674.8683472,NORDLAND GP.,Utsira Fm.,18.719892502,,1.4014999866,1.468372941,,26.788959503,,,,147.09887695,63.341869354,,,,,,,,,
29/3-1,700.02600061,442442.3125,6759399.0,-675.0203247,NORDLAND GP.,Utsira Fm.,18.750514984,,1.3562788963,1.4118807316,,29.446578979,,,,146.94126892,63.800251007,,,,,,,,,
29/3-1,700.17800061,442442.3125,6759399.0,-675.1723022,NORDLAND GP.,Utsira Fm.,18.766170502,,1.3103610277,1.3594026566,,28.494609833,,,,148.42408752,63.818008423,,,,,,,,,
29/3-1,700.33000061,442442.3125,6759399.0,-675.3243408,NORDLAND GP.,Utsira Fm.,18.781728745,,1.2716437578,1.3513971567,,27.383323669,,,,149.94204712,63.725093842,,,,,,,,,
29/3-1,700.48200061,442442.3125,6759399.0,-675.4763184,NORDLAND GP.,Utsira Fm.,18.796905518,,1.26463449,1.3557579517,,26.510816574,,,,149.91127014,63.284358978,,,,,,,,,
29/3-1,700.63400061,442442.3125,6759399.0,-675.6282959,NORDLAND GP.,Utsira Fm.,18.797698975,,1.2773954868,1.3479264975,,27.9177742,,,,150.3780365,63.276916504,,,,,,,,,
29/3-1,700.78600061,442442.3125,6759399.0,-675.7803345,NORDLAND GP.,Utsira Fm.,18.828796387,,1.2956776619,1.3306409121,,30.413610458,,,,152.6047821,62.789207458,,,,,,,,,
29/3-1,700.93800061,442442.34375,6759399.0,-675.932312,NORDLAND GP.,Utsira Fm.,18.828447342,,1.286261797,1.3109964132,,32.318649292,,,,155.23048401,62.113334656,,,,,,,,,
29/3-1,701.09000061,442442.34375,6759399.0,-676.0843506,NORDLAND GP.,Utsira Fm.,18.828105927,,1.2636299133,1.2916895151,,32.823444366,,,,157.47930908,62.150188446,,,,,,,,,
29/3-1,701.24200061,442442.34375,6759399.0,-676.2363281,NORDLAND GP.,Utsira Fm.,18.828836441,,1.242193222,1.2777423859,,31.71121788,,,,158.64028931,62.567832947,,,,,,,,,
29/3-1,701.39400061,442442.34375,6759399.0,-676.3883057,NORDLAND GP.,Utsira Fm.,18.835668564,,1.2601338625,1.2858995199,,30.924865723,,,,156.93359375,62.995239258,,,,,,,,,
29/3-1,701.54600061,442442.34375,6759399.0,-676.5403442,NORDLAND GP.,Utsira Fm.,18.842500687,,1.2734981775,1.2856999636,,29.844640732,,,,153.62939453,63.969459534,,,,,,,,,
29/3-1,701.69800061,442442.34375,6759399.0,-676.6923218,NORDLAND GP.,Utsira Fm.,18.703489304,,1.2641261816,1.2842041254,,31.178573608,,,,152.33792114,64.214103699,,,,,,,,,
29/3-1,701.85000061,442442.34375,6759399.0,-676.8442993,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2430154085,1.2622202635,,30.89626503,,,,153.11131287,64.296028137,,,,,,,,,
29/3-1,702.00200061,442442.34375,6759399.0,-676.9963379,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2199870348,1.2389887571,,32.75025177,,,,154.15406799,63.875892639,,,,,,,,,
29/3-1,702.15400061,442442.34375,6759399.0,-677.1483154,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1954548359,1.218809247,,31.662443161,,,,155.2802124,63.525821686,,,,,,,,,
29/3-1,702.30600061,442442.34375,6759399.0,-677.300354,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1725978851,1.2031042576,,30.566692352,,,,156.6247406,63.212345123,,,,,,,,,
29/3-1,702.45800061,442442.34375,6759399.0,-677.4523315,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1763356924,1.1975846291,,30.414987564,,,,157.69914246,63.338695526,,,,,,,,,
29/3-1,702.61000061,442442.34375,6759399.0,-677.6043091,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1930885315,1.2149738073,,30.039075851,,,,157.63545227,63.677654266,,,,,,,,,
29/3-1,702.76200061,442442.34375,6759399.0,-677.7563477,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2205188274,1.2328244448,,29.296756744,,,,155.87774658,63.219142914,,,,,,,,,
29/3-1,702.91400061,442442.34375,6759399.0,-677.9083252,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2453138828,1.2516533136,,28.477451324,,,,153.08337402,63.431083679,,,,,,,,,
29/3-1,703.06600061,442442.34375,6759399.0,-678.0603027,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2651793957,1.2709900141,,29.113599777,,,,150.68640137,62.825740814,,,,,,,,,
29/3-1,703.21800061,442442.34375,6759399.0,-678.2123413,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2830818892,1.2900470495,,29.744325638,,,,149.50267029,62.827026367,,,,,,,,,
29/3-1,703.37000061,442442.34375,6759399.0,-678.3643188,NORDLAND GP.,Utsira Fm.,18.70300293,,1.2835031748,1.3041576147,,30.543321609,,,,149.60292053,62.931213379,,,,,,,,,
29/3-1,703.52200061,442442.34375,6759399.0,-678.5162964,NORDLAND GP.,Utsira Fm.,18.688030243,,1.2837897539,1.3161888123,,33.010196686,,,,150.69880676,63.1602211,,,,,,,,,
29/3-1,703.67400061,442442.34375,6759399.0,-678.668335,NORDLAND GP.,Utsira Fm.,18.6875,,1.2915047407,1.3275791407,,34.179405212,,,,152.01727295,63.644508362,,,,,,,,,
29/3-1,703.82600061,442442.34375,6759399.0,-678.8203125,NORDLAND GP.,Utsira Fm.,18.6875,,1.3017884493,1.3307851553,,32.936420441,,,,152.62493896,63.200958252,,,,,,,,,
29/3-1,703.97800061,442442.34375,6759399.0,-678.9723511,NORDLAND GP.,Utsira Fm.,18.687595367,,1.2999013662,1.3300380707,,29.23380661,,,,151.98779297,63.091442108,,,,,,,,,
29/3-1,704.13000061,442442.34375,6759399.0,-679.1243286,NORDLAND GP.,Utsira Fm.,18.702314377,,1.2875695229,1.3185338974,,26.863208771,,,,150.2315979,63.028091431,,,,,,,,,
29/3-1,704.28200061,442442.34375,6759399.0,-679.2763062,NORDLAND GP.,Utsira Fm.,18.688325882,,1.2723258734,1.2987520695,,25.618770599,,,,148.6552887,62.741233826,,,,,,,,,
29/3-1,704.43400061,442442.34375,6759399.0,-679.4283447,NORDLAND GP.,Utsira Fm.,18.702327728,,1.2561116219,1.2780356407,,25.753101349,,,,148.58924866,62.792686462,,,,,,,,,
29/3-1,704.58600061,442442.34375,6759399.0,-679.5803223,NORDLAND GP.,Utsira Fm.,18.703100204,,1.235591054,1.2558695078,,23.644945145,,,,149.51307678,62.271526337,,,,,,,,,
29/3-1,704.73800061,442442.34375,6759399.0,-679.7322998,NORDLAND GP.,Utsira Fm.,18.703289032,,1.2147517204,1.232872963,,22.285541534,,,,150.23808289,63.016025543,,,,,,,,,
29/3-1,704.89000061,442442.34375,6759399.0,-679.8843384,NORDLAND GP.,Utsira Fm.,18.717905045,,1.1942840815,1.2103054523,,19.650587082,,,,150.5925293,63.025764465,,,,,,,,,
29/3-1,705.04200061,442442.34375,6759399.0,-680.0363159,NORDLAND GP.,Utsira Fm.,18.718799591,,1.1790062189,1.1951881647,,18.728679657,,,,150.97676086,63.883598328,,,,,,,,,
29/3-1,705.19400061,442442.34375,6759399.0,-680.1883545,NORDLAND GP.,Utsira Fm.,18.718894958,,1.1735091209,1.1843684912,,18.855642319,,,,151.36332703,64.038581848,,,,,,,,,
29/3-1,705.34600061,442442.34375,6759399.0,-680.340332,NORDLAND GP.,Utsira Fm.,18.733568192,,1.1686221361,1.1741703749,,21.265960693,,,,151.47398376,63.038280487,,,,,,,,,
29/3-1,705.49800061,442442.34375,6759399.0,-680.4923096,NORDLAND GP.,Utsira Fm.,18.7631073,,1.1617786884,1.1688418388,,20.933584213,,,,151.29667664,62.675239563,,,,,,,,,
29/3-1,705.65000061,442442.34375,6759399.0,-680.6443481,NORDLAND GP.,Utsira Fm.,18.72228241,,1.1548901796,1.1684072018,,23.405265808,,,,150.99136353,62.131771088,,,,,,,,,
29/3-1,705.80200061,442442.34375,6759399.0,-680.7963257,NORDLAND GP.,Utsira Fm.,18.747993469,,1.1482863426,1.168214798,,23.731042862,,,,150.64558411,62.24521637,,,,,,,,,
29/3-1,705.95400061,442442.34375,6759399.0,-680.9483032,NORDLAND GP.,Utsira Fm.,18.778932571,,1.1468763351,1.1680152416,,24.363960266,,,,150.30162048,61.777046204,,,,,,,,,
29/3-1,706.10600061,442442.34375,6759399.0,-681.1003418,NORDLAND GP.,Utsira Fm.,18.781393051,,1.1466158628,1.1679078341,,23.412624359,,,,150.20162964,62.48633194,,,,,,,,,
29/3-1,706.25800061,442442.34375,6759399.0,-681.2523193,NORDLAND GP.,Utsira Fm.,18.796192169,,1.146600008,1.1677162647,,22.017080307,,,,150.41564941,63.388011932,,,,,,,,,
29/3-1,706.41000061,442442.34375,6759399.0,-681.4042969,NORDLAND GP.,Utsira Fm.,18.791582108,,1.1497145891,1.1675168276,,22.949285507,,,,150.60057068,63.093727112,,,,,,,,,
29/3-1,706.56200061,442442.34375,6759399.0,-681.5563354,NORDLAND GP.,Utsira Fm.,18.785139084,,1.1572160721,1.1671346426,,23.079826355,,,,150.46469116,63.060390472,,,,,,,,,
29/3-1,706.71400061,442442.34375,6759399.0,-681.708313,NORDLAND GP.,Utsira Fm.,18.77869606,,1.1645486355,1.163274765,,23.450138092,,,,150.29695129,62.764633179,,,,,,,,,
29/3-1,706.86600061,442442.34375,6759399.0,-681.8603516,NORDLAND GP.,Utsira Fm.,18.772253036,,1.1633838415,1.1589951515,,22.584617615,,,,150.34631348,62.914794922,,,,,,,,,
29/3-1,707.01800061,442442.34375,6759399.0,-682.0123291,NORDLAND GP.,Utsira Fm.,18.765810013,,1.1589443684,1.1564269066,,21.695150375,,,,150.23358154,62.991371155,,,,,,,,,
29/3-1,707.17000061,442442.34375,6759399.0,-682.1643066,NORDLAND GP.,Utsira Fm.,18.723129272,,1.1562429667,1.1560194492,,20.851192474,,,,149.95820618,62.905918121,,,,,,,,,
29/3-1,707.32200061,442442.34375,6759399.0,-682.3163452,NORDLAND GP.,Utsira Fm.,18.704647064,,1.1560000181,1.1560000181,,20.984434128,,,,149.92791748,62.896633148,,,,,,,,,
29/3-1,707.47400061,442442.34375,6759399.0,-682.4683228,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1583334208,1.1588718891,,20.74479866,,,,150.20262146,62.788665771,,,,,,,,,
29/3-1,707.62600061,442442.34375,6759399.0,-682.6203003,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1668324471,1.1701169014,,21.268062592,,,,150.44721985,62.766475677,,,,,,,,,
29/3-1,707.77800061,442442.34375,6759399.0,-682.7723389,NORDLAND GP.,Utsira Fm.,18.703100204,,1.1947436333,1.202893734,,22.225185394,,,,149.57823181,63.607479095,,,,,,,,,
29/3-1,707.93000061,442442.34375,6759399.0,-682.9243164,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2438102961,1.2824870348,,23.925596237,,,,147.37635803,62.872219086,,,,,,,,,
29/3-1,708.08200061,442442.34375,6759399.0,-683.0762939,NORDLAND GP.,Utsira Fm.,18.703100204,,1.3137089014,1.375087738,,27.815324783,,,,145.03814697,63.274353027,,,,,,,,,
29/3-1,708.23400061,442442.34375,6759399.0,-683.2283325,NORDLAND GP.,Utsira Fm.,18.703100204,,1.4073144197,1.4728828669,,35.847866058,,,,142.5319519,63.975410461,,,,,,,,,
29/3-1,708.38600061,442442.34375,6759399.0,-683.3803101,NORDLAND GP.,Utsira Fm.,18.703100204,,1.522388339,1.5845725536,,47.053554535,,,,140.35449219,63.952644348,,,,,,,,,
29/3-1,708.53800061,442442.34375,6759399.0,-683.5323486,NORDLAND GP.,Utsira Fm.,18.703100204,,1.6447172165,1.7034276724,,51.008125305,,,,139.60287476,65.489479065,,,,,,,,,
29/3-1,708.69000061,442442.34375,6759399.0,-683.6843262,NORDLAND GP.,Utsira Fm.,18.703100204,,1.7697060108,1.8210805655,,54.591514587,,,,138.6829834,66.006095886,,,,,,,,,
29/3-1,708.84200061,442442.34375,6759399.0,-683.8363037,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8896411657,1.906654954,,55.900730133,,,,137.25193787,65.692626953,,,,,,,,,
29/3-1,708.99400061,442442.34375,6759399.0,-683.9883423,NORDLAND GP.,Utsira Fm.,18.703100204,,1.9399015903,1.9810297489,,57.997905731,,,,137.0806427,64.766021729,,,,,,,,,
29/3-1,709.14600061,442442.34375,6759399.0,-684.1403198,NORDLAND GP.,Utsira Fm.,18.703100204,,1.9107874632,2.0343677998,,52.873836517,,,,137.61985779,64.379310608,,,,,,,,,
29/3-1,709.29800061,442442.34375,6759399.0,-684.2922974,NORDLAND GP.,Utsira Fm.,18.703100204,,1.8488759995,2.0753808022,,48.141571045,,,,138.18754578,64.154411316,,,,,,,,,
29/3-1,709.45000061,442442.34375,6759399.0,-684.4443359,NORDLAND GP.,Utsira Fm.,18.703012466,,1.8322434425,2.0922689438,,44.727848053,,,,139.27619934,63.709831238,,,,,,,,,
29/3-1,709.60200061,442442.34375,6759399.0,-684.5963135,NORDLAND GP.,Utsira Fm.,18.689659119,,1.8723137379,2.0931532383,,46.364067078,,,,139.75570679,64.159576416,,,,,,,,,
29/3-1,709.75400061,442442.34375,6759399.0,-684.7483521,NORDLAND GP.,Utsira Fm.,18.6875,,1.9255062342,2.0676875114,,46.332614899,,,,138.83192444,64.735710144,,,,,,,,,
29/3-1,709.90600061,442442.34375,6759399.0,-684.9003296,NORDLAND GP.,Utsira Fm.,18.687583923,,1.9111309052,1.9964373112,,49.614486694,,,,138.06854248,65.265197754,,,,,,,,,
29/3-1,710.05800061,442442.34375,6759399.0,-685.0523071,NORDLAND GP.,Utsira Fm.,18.700817108,,1.8353438377,1.9005938768,,46.615760803,,,,138.93405151,64.858428955,,,,,,,,,
29/3-1,710.21000061,442442.34375,6759399.0,-685.2043457,NORDLAND GP.,Utsira Fm.,18.703100204,,1.745287776,1.8019270897,,44.061012268,,,,141.54724121,64.063827515,,,,,,,,,
29/3-1,710.36200061,442442.34375,6759399.0,-685.3563232,NORDLAND GP.,Utsira Fm.,18.703100204,,1.6184234619,1.703425765,,40.587955475,,,,145.11412048,64.279792786,,,,,,,,,
29/3-1,710.51400061,442442.34375,6759399.0,-685.5083008,NORDLAND GP.,Utsira Fm.,18.703100204,,1.4663381577,1.6056580544,,39.118156433,,,,148.25704956,63.124011993,,,,,,,,,
29/3-1,710.66600061,442442.34375,6759399.0,-685.6603394,NORDLAND GP.,Utsira Fm.,18.703100204,,1.3693226576,1.5190548897,,35.436347961,,,,149.97242737,63.565376282,,,,,,,,,
29/3-1,710.81800061,442442.34375,6759399.0,-685.8123169,NORDLAND GP.,Utsira Fm.,18.703100204,,1.3061484098,1.4527050257,,30.935092926,,,,150.4887085,63.12015152,,,,,,,,,
29/3-1,710.97000061,442442.34375,6759399.0,-685.9642944,NORDLAND GP.,Utsira Fm.,18.703100204,,1.2847280502,1.3899400234,,26.833873749,,,,149.94804382,62.94575882,,,,,,,,,
29/3-1,711.12200061,442442.34375,6759399.0,-686.116333,NORDLAND GP.,Utsira Fm.,18.703016281,,1.2737207413,1.3296272755,,22.782136917,,,,148.73245239,62.646312714,,,,,,,,,
29/3-1,711.27400061,442442.34375,6759399.0,-686.2683105,NORDLAND GP.,Utsira Fm.,18.690105438,,1.2682565451,1.2792702913,,19.042192459,,,,147.95803833,62.94254303,,,,,,,,,
29/3-1,711.42600061,442442.34375,6759399.0,-686.4203491,NORDLAND GP.,Utsira Fm.,18.6875,,1.2640172243,1.2541006804,,17.819978714,,,,147.9131012,63.23261261,,,,,,,,,
29/3-1,711.57800061,442442.34375,6759399.0,-686.5723267,NORDLAND GP.,Utsira Fm.,18.687417984,,1.2662756443,1.2527490854,,17.468177795,,,,147.91490173,62.147789001,,,,,,,,,
29/3-1,711.73000061,442442.34375,6759399.0,-686.7243042,NORDLAND GP.,Utsira Fm.,18.674629211,,1.2720906734,1.2609448433,,16.662721634,,,,147.59655762,62.707389832,,,,,,,,,
29/3-1,711.88200061,442442.34375,6759399.0,-686.8763428,NORDLAND GP.,Utsira Fm.,18.671983719,,1.2782918215,1.2703198195,,15.456233025,,,,147.5138092,63.123283386,,,,,,,,,
29/3-1,712.03400061,442442.34375,6759399.0,-687.0283203,NORDLAND GP.,Utsira Fm.,18.68444252,,1.2830018997,1.2796949148,,15.742658615,,,,147.67645264,62.998558044,,,,,,,,,
29/3-1,712.18600061,442442.34375,6759399.0,-687.1802979,NORDLAND GP.,Utsira Fm.,18.661987305,,1.2794754505,1.2878459692,,17.025108337,,,,147.40983582,64.353393555,,,,,,,,,
29/3-1,712.33800061,442442.34375,6759399.0,-687.3323364,NORDLAND GP.,Utsira Fm.,18.656299591,,1.2737015486,1.2945864201,,17.932668686,,,,147.35844421,63.875762939,,,,,,,,,
29/3-1,712.49000061,442442.34375,6759399.0,-687.484314,NORDLAND GP.,Utsira Fm.,18.656057358,,1.2603545189,1.2958810329,,17.703887939,,,,147.99267578,63.455200195,,,,,,,,,
29/3-1,712.64200061,442442.34375,6759399.0,-687.6363525,NORDLAND GP.,Utsira Fm.,18.631181717,,1.2469910383,1.2957383394,,18.069765091,,,,148.09506226,63.140716553,,,,,,,,,
29/3-1,712.79400061,442442.34375,6759399.0,-687.7883301,NORDLAND GP.,Utsira Fm.,18.650278091,,1.2420828342,1.2964251041,,19.224910736,,,,147.5344696,62.62223053,,,,,,,,,
29/3-1,712.94600061,442442.34375,6759399.0,-687.9403076,NORDLAND GP.,Utsira Fm.,18.656059265,,1.268643856,1.3135448694,,20.559160233,,,,147.57528687,62.963729858,,,,,,,,,
29/3-1,713.09800061,442442.34375,6759399.0,-688.0923462,NORDLAND GP.,Utsira Fm.,18.631425858,,1.3296482563,1.3746097088,,21.968196869,,,,147.69831848,63.19278717,,,,,,,,,
29/3-1,713.25000061,442442.34375,6759399.0,-688.2443237,NORDLAND GP.,Utsira Fm.,18.650030136,,1.4039894342,1.4527006149,,23.689050674,,,,146.11898804,64.332168579,,,,,,,,,
29/3-1,713.40200061,442442.34375,6759399.0,-688.3963013,NORDLAND GP.,Utsira Fm.,18.656141281,,1.5021704435,1.5673340559,,28.961105347,,,,143.64883423,65.450325012,,,,,,,,,
29/3-1,713.55400061,442442.34375,6759399.0,-688.5482788,NORDLAND GP.,Utsira Fm.,18.643976212,,1.612888217,1.6961938143,,38.581092834,,,,140.86579895,65.228103638,,,,,,,,,
29/3-1,713.70600061,442442.34375,6759399.0,-688.7002563,NORDLAND GP.,Utsira Fm.,18.65288353,,1.7462393045,1.8217083216,,48.8346138,,,,137.18173218,66.148712158,,,,,,,,,
29/3-1,713.85800061,442442.34375,6759399.0,-688.8522339,NORDLAND GP.,Utsira Fm.,18.64405632,,1.8846759796,1.9320449829,,52.947311401,,,,134.66468811,65.555274963,,,,,,,,,
29/3-1,714.01000061,442442.34375,6759399.0,-689.0042725,NORDLAND GP.,Utsira Fm.,18.652959824,,2.0117111206,2.0326991081,,52.963123322,,,,134.14842224,65.617576599,,,,,,,,,
29/3-1,714.16200061,442442.34375,6759399.0,-689.15625,NORDLAND GP.,Utsira Fm.,18.657081604,,2.0639874935,2.0852165222,,50.536125183,,,,134.66120911,65.202941895,,,,,,,,,
29/3-1,714.31400061,442442.34375,6759399.0,-689.3082886,NORDLAND GP.,Utsira Fm.,18.693376541,,1.999961853,2.0695118904,,47.868038177,,,,136.75036621,64.946907043,,,,,,,,,
29/3-1,714.46600061,442442.34375,6759399.0,-689.4602661,NORDLAND GP.,Utsira Fm.,18.71493721,,1.8675937653,1.9666229486,,41.421226501,,,,140.73516846,64.755783081,,,,,,,,,
29/3-1,714.61800061,442442.34375,6759399.0,-689.6122437,NORDLAND GP.,Utsira Fm.,18.706045151,,1.7174717188,1.8332487345,,35.228534698,,,,145.0297699,63.669658661,,,,,,,,,
29/3-1,714.77000061,442442.34375,6759399.0,-689.7642822,NORDLAND GP.,Utsira Fm.,18.690925598,,1.572683692,1.7007029057,,30.906524658,,,,147.97589111,64.053970337,,,,,,,,,
29/3-1,714.92200061,442442.34375,6759399.0,-689.9162598,NORDLAND GP.,Utsira Fm.,18.6875,,1.4657967091,1.5737897158,,28.880344391,,,,149.01213074,64.024108887,,,,,,,,,
29/3-1,715.07400061,442442.34375,6759399.0,-690.0682373,NORDLAND GP.,Utsira Fm.,18.6875,,1.4065648317,1.4537414312,,28.962398529,,,,148.92414856,63.780555725,,,,,,,,,
29/3-1,715.22600061,442442.34375,6759399.0,-690.2202759,NORDLAND GP.,Utsira Fm.,18.687423706,,1.3516964912,1.3610147238,,29.392677307,,,,148.75408936,63.830879211,,,,,,,,,
29/3-1,715.37800061,442442.34375,6759399.0,-690.3722534,NORDLAND GP.,Utsira Fm.,18.682302475,,1.2891168594,1.2980569601,,30.805511475,,,,149.12020874,63.000545502,,,,,,,,,
29/3-1,715.53000061,442442.34375,6759399.0,-690.524292,NORDLAND GP.,Utsira Fm.,18.662120819,,1.2329781055,1.2513096333,,29.859645844,,,,150.1696167,63.713516235,,,,,,,,,
29/3-1,715.68200061,442442.34375,6759399.0,-690.6762695,NORDLAND GP.,Utsira Fm.,18.637685776,,1.220831275,1.2292138338,,28.141769409,,,,150.99499512,63.914299011,,,,,,,,,
